PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT
28455,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,DINNER ROLLS,11 OZ
28513,181,GROCERY,National,DRY BN/VEG/POTATO/RICE,NOODLE SIDE DISH MIXES,4.7 OZ
28573,69,GROCERY,Private,PAPER HOUSEWARES,PAPER AND FOAM DRINKING CUPS,51 CT
28603,69,GROCERY,Private,FACIAL TISS/DNR NAPKIN,PAPER NAPKINS,250 CT
28748,181,GROCERY,National,DRY BN/VEG/POTATO/RICE,RICE SIDE DISH MIXES DRY,4.3 OZ
28782,16,GROCERY,Private,CONDIMENTS/SAUCES,VINEGAR ALL-EXCEPT WINE/RIC,16 OZ
28889,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,12 OZ
28892,69,GROCERY,Private,FROZEN PIZZA,SNACKS/APPETIZERS,20 OZ
28897,69,GROCERY,Private,EGGS,EGGS - X-LARGE,A D   1 DZ
28919,236,GROCERY,National,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,16.5 OZ
28929,317,GROCERY,National,CHEESE,STRING CHEESE,AB    8 OZ
28966,69,GROCERY,Private,EGGS,EGGS - MEDIUM,ABD   1 DZ
29037,69,GROCERY,Private,HOT CEREAL,STANDARD OATMEAL,42 OZ
29048,69,GROCERY,Private,SPICES & EXTRACTS,SPICES & SEASONINGS,.56 OZ
29096,317,GROCERY,National,CHEESE,STRING CHEESE,AB    8 OZ
29113,69,GROCERY,Private,COLD CEREAL,ADULT CEREAL,17.3 OZ
29128,69,GROCERY,Private,SUGARS/SWEETNERS,SUGAR,16 OZ
29132,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
29247,69,GROCERY,Private,SEAFOOD - SHELF STABLE,SALMON,14.75 OZ
29252,181,GROCERY,National,DRY BN/VEG/POTATO/RICE,NOODLE SIDE DISH MIXES,4.7 OZ
29340,194,GROCERY,National,COLD CEREAL,ALL FAMILY CEREAL,14 OZ
29414,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW, 
29421,69,PRODUCE,Private,POPCORN,POPCORN - MICROWAVE,10.5 OZ
29431,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,14 OZ
29479,69,GROCERY,Private,CHEESE,LOAF CHEESE,32 OZ
29512,69,GROCERY,Private,CANNED JUICES,TOMATO JUICE (OVER 50% JCE),46 OZ
29574,69,DRUG GM,Private,STATIONERY & SCHOOL SUPPLIES,SCHOOL SUPPLIES,1 CT
29582,69,GROCERY,Private,VEGETABLES - SHELF STABLE,SPINACH & GREENS,7.75 OZ
29618,69,DRUG GM,Private,COLD AND FLU,COLD AND FLU - PSE,10 OZ
29629,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,20 OZ
29674,121,GROCERY,National,FD WRAPS/BAGS/TRSH BG,FREEZER BAGS,20 CT
29751,69,DRUG GM,Private,BABY HBC,BABY POWDERS,Q    15 OZ
29761,181,GROCERY,National,DRY BN/VEG/POTATO/RICE,RICE SIDE DISH MIXES DRY,6.5 OZ
29789,544,GROCERY,National,BAG SNACKS,TORTILLA/NACHO CHIPS,13 OZ
29825,181,GROCERY,National,DRY BN/VEG/POTATO/RICE,NOODLE SIDE DISH MIXES,6.2 OZ
29874,69,GROCERY,Private,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,15.25 OZ
29936,36,GROCERY,National,PICKLE/RELISH/PKLD VEG,PICKLES,16 OZ
29977,69,GROCERY,Private,SHORTENING/OIL,CANOLA OILS,48 OZ
29989,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO SAUCE,29 OZ
29996,181,GROCERY,National,DRY BN/VEG/POTATO/RICE,NOODLE SIDE DISH MIXES,4.6 OZ
30002,69,GROCERY,Private,FROZEN PIZZA,SNACKS/APPETIZERS,20 OZ
30003,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,9 OZ
30012,213,DRUG GM,National,SOAP - LIQUID & BAR,BAR SOAP,4 OZ
30049,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,DIET/LIGHT BREAD,16 OZ
30177,544,GROCERY,National,BAG SNACKS,TORTILLA/NACHO CHIPS,11.5 OZ
30179,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES - PLAIN,10 OZ
30295,69,PASTRY,Private,ROLLS,ROLLS: DINNER, 
30317,5423,GROCERY,National,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,10CT/17.5Z
30339,414,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,33.8 OZ
30356,69,DRUG GM,Private,KITCHEN GADGETS,GADGETS/TOOLS, 
30374,410,GROCERY,National,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,10 OZ
30491,69,GROCERY,Private,SOUP,CONDENSED SOUP,26 OZ
30531,236,GROCERY,National,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,16.5 OZ
30613,418,GROCERY,National,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,6 OZ
30656,69,GROCERY,Private,PAPER HOUSEWARES,PLASTIC/HEAVY PAPER PREM PLATE,22 CT
30699,194,GROCERY,National,COLD CEREAL,KIDS CEREAL,11.25 OZ
30800,586,GROCERY,National,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,16 OZ
30801,15,NUTRITION,National,CHIPS&SNACKS,TORTILLA CHIPS,7 OZ
30808,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,9.5 OZ
30870,282,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,15.25 OZ
30937,693,DRUG GM,National,CANDY - PACKAGED,CANDY BARS (MULTI PACK),6 PK
30954,69,GROCERY,Private,COOKIES/CONES,SPECIALTY COOKIES,14 OZ
30962,69,PASTRY,Private,ROLLS,ROLLS: DINNER, 
31048,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,BAGELS,18 OZ
31126,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ
31139,361,DRUG GM,National,HAIR CARE PRODUCTS,SHAMPOO, 
31159,693,DRUG GM,National,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1.55 OZ
31161,693,DRUG GM,National,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,2 OZ
31170,1075,GROCERY,National,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,7 OZ
31282,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,BAGELS,@    18 OZ
31319,531,GROCERY,National,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,ALL  46 OZ
31349,709,GROCERY,National,BUTTER,BUTTER,16 OZ
31356,446,GROCERY,National,DRY BN/VEG/POTATO/RICE,DRY BEANS/PEAS/BARLEY: BAG & B,20 OZ
31412,693,DRUG GM,National,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1.55 OZ
31493,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,10 OZ
31516,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,10 OZ
31534,69,GROCERY,Private,SHORTENING/OIL,CORN OIL,48 OZ
31563,97,DRUG GM,National,SHAVING CARE PRODUCTS,MENS HAIR SPRAYS/TONICS/CREAMS, 
31681,69,PASTRY,Private,COOKIES,COOKIES: REGULAR, 
31693,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,BAGELS,@    18 OZ
31704,764,GROCERY,National,HOUSEHOLD CLEANG NEEDS,TOOLS - FLOOR & FURNITURE,1 KIT
31879,58,DRUG GM,National,CANDY - PACKAGED,MISCELLANEOUS CANDY (INCLUDING,7 OZ
31999,194,GROCERY,National,COLD CEREAL,ADULT CEREAL,17.25 OZ
32111,69,GROCERY,Private,BUTTER,BUTTER,16 OZ
32117,69,GROCERY,Private,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,18 OZ
32124,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ
32160,69,GROCERY,Private,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,2.50 GA
32243,69,GROCERY,Private,CONDIMENTS/SAUCES,HOT MUSTARD/SPECIALTY MUSTAR,12 OZ
32247,69,PASTRY,Private,CAKES,CAKES: ANGEL FDS/CKE ROLLS, 
32265,693,DRUG GM,National,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1.625 OZ
32272,236,GROCERY,National,FRZN BREAKFAST FOODS,FRZN BREAKFAST PASTRY,11.5 OZ
32301,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,24 OZ
32309,16,GROCERY,Private,COFFEE,NON DAIRY CREAMER: DRY,6 OZ
32327,1011,GROCERY,National,PAPER HOUSEWARES,DESIGNER PAPER: MEDIUM WEIGHT,40 CT
32369,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,24 OZ
32373,334,GROCERY,National,SPICES & EXTRACTS,SPICES & SEASONINGS,4 OZ
32384,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,20 OZ
32387,69,GROCERY,Private,MILK BY-PRODUCTS,COTTAGE CHEESE,24 OZ
32392,69,DRUG GM,Private,FIRST AID PRODUCTS,LINAMENTS,32 OZ
32411,866,DRUG GM,National,NEWSPAPER,NEWSPAPER, 
32439,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,8 OZ
32440,69,PASTRY,Private,COOKIES,COOKIES: REGULAR, 
32454,69,DELI,Private,SALADS/DIPS,PASTA/GRAIN SALADS - PREPACK,16 OZ
32456,544,GROCERY,National,BAG SNACKS,TORTILLA/NACHO CHIPS,13 OZ
32457,531,GROCERY,National,CANNED JUICES,BLENDED JUICE&COMBINATIONS (OV,46 OZ
32482,693,DRUG GM,National,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1.4 OZ
32483,693,DRUG GM,National,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1.6 OZ
32491,709,GROCERY,National,BUTTER,BUTTER,16 OZ
32553,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY, 
32562,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,@    18 OZ
32608,1136,DRUG GM,National,INSECTICIDES,PERSONAL REPELLANTS,6 OZ
32630,1046,GROCERY,National,DRY MIX DESSERTS,TOPPING MIXES WHIP TOPPING,2.6 OZ
32681,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,24 OZ
32726,1046,GROCERY,National,DRY BN/VEG/POTATO/RICE,RICE - INSTANT & MICROWAVE,28 OZ
32785,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,24 OZ
32805,69,GROCERY,Private,MILK BY-PRODUCTS,COTTAGE CHEESE,24 OZ
32857,830,GROCERY,National,HISPANIC,MEXICAN SEASONING MIXES,1.25 OZ
32888,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,8.5 OZ
32916,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY, 
32918,236,GROCERY,National,FRZN BREAKFAST FOODS,FRZN BREAKFAST PASTRY,11.5 OZ
32970,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,8 OZ
32987,693,DRUG GM,National,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING, 
33048,5820,PRODUCE,National,ORGANICS FRUIT & VEGETABLES,ORGANIC CITRUS,2 LB BAG
33061,754,GROCERY,National,CONDIMENTS/SAUCES,PIZZA SAUCE,14 OZ
33086,693,DRUG GM,National,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1.7  OZ
33128,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,14 OZ
33150,1051,DRUG GM,National,ELECTRICAL SUPPPLIES,DECOR BULBS,2 PK
33177,764,GROCERY,National,LAUNDRY DETERGENTS,POWDER LAUNDRY DETERGENT,80 LOADS
33198,69,GROCERY,Private,MILK BY-PRODUCTS,COTTAGE CHEESE,24 OZ
33240,1276,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,15 OZ
33247,544,GROCERY,National,BAG SNACKS,DIPS (NON-REFRIGERATED),15.5 OZ
33337,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,9.5 OZ
33345,69,GROCERY,Private,CRACKERS/MISC BKD FD,MULTI-PACK CRACKERS,11 OZ
33350,410,GROCERY,National,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,10 OZ
33401,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,12CT/21 OZ
33441,69,PASTRY,Private,BREAKFAST SWEETS,SW GDS:COFFEE CAKES, 
33522,1988,NUTRITION,National,JUICE,DRINKS - CARB JUICE (OVER 50%,25.4 OZ
33548,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS POWDERED,18.4 OZ
33555,69,PASTRY,Private,COOKIES,COOKIES: REGULAR, 
33592,69,PASTRY,Private,BREAD,BREAD:PARTY BREADS,32 OZ
33614,436,GROCERY,National,FRZN JCE CONC/DRNKS,FRZN CONC UNDER 50% JUICE,12 OZ
33630,181,GROCERY,National,DRY BN/VEG/POTATO/RICE,RICE SIDE DISH MIXES DRY,6.4 OZ
33691,69,PASTRY,Private,ROLLS,ROLLS: SANDWICH, 
33848,531,DRUG GM,National,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,2.1 OZ
33882,544,GROCERY,National,BAG SNACKS,TORTILLA/NACHO CHIPS,13 OZ
33883,764,GROCERY,National,LAUNDRY ADDITIVES,FABRIC SOFTENER LIQUID,40 LOAD
33931,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,10 OZ
33944,1733,GROCERY,National,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,16 OZ
33965,1126,GROCERY,National,CHEESE,SHREDDED CHEESE,8 OZ
34021,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,24 OZ
34039,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,8.5 OZ
34138,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ
34142,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ
34145,69,PASTRY,Private,BREAKFAST SWEETS,SW GDS:SW ROLLS/DAN-LESS THN 6, 
34160,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY, 
34172,1051,DRUG GM,National,ELECTRICAL SUPPPLIES,DECOR BULBS,2 CT
34180,317,GROCERY,National,CHEESE,SHREDDED CHEESE,8 OZ
34187,1352,DRUG GM,National,IRONING AND CHEMICALS,CARPET CLEANERS, 
34197,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,@    24 OZ
34198,69,PASTRY,Private,COOKIES,COOKIES: REGULAR, 
34204,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,11 OZ
34214,869,GROCERY,National,TEAS,TEA BAGS & BULK TEA,100 CT
34233,179,GROCERY,National,DRY NOODLES/PASTA,SPAGHETTI DRY,16 OZ
34269,69,PASTRY,Private,BREAD,BREAD:ITALIAN/FRENCH, 
34277,69,PASTRY,Private,COOKIES,COOKIES: REGULAR, 
34331,317,GROCERY,National,CHEESE,SHREDDED CHEESE,AB    8 OZ
34336,1136,DRUG GM,National,INSECTICIDES,ANT AND ROACH,17.5 OZ
34341,959,GROCERY,National,HISPANIC,MEXICAN SAUCESSALSAPICANTEE,16 OZ
34345,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,12 OZ
34349,117,DRUG GM,National,CANDY - PACKAGED,GUM (PACKAGED),8 PK
34359,69,GROCERY,Private,CRACKERS/MISC BKD FD,MULTI-PACK CRACKERS,11 OZ
34385,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ
34426,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,9.5 OZ
34444,69,GROCERY,Private,FLUID MILK PRODUCTS,REFRIGERATED COFFEE CREAMERS,1 PT
34480,456,GROCERY,National,COFFEE,INSTANT COFFEE REGULAR,8 OZ
34484,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES WHOLE,14.5 OZ
34505,1456,GROCERY,National,EGGS,EGGS SUBSTITUTE,16 OZ
34601,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
34611,69,GROCERY,Private,CRACKERS/MISC BKD FD,MULTI-PACK CRACKERS,11 OZ
34628,1251,GROCERY,National,PASTA SAUCE,MAINSTREAM,26 OZ
34634,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
34703,69,GROCERY,Private,COOKIES/CONES,CONES,1.75 OZ
34723,693,DRUG GM,National,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1.94 OZ
34742,236,GROCERY,National,FRZN BREAKFAST FOODS,FRZN BREAKFAST PASTRY,11.5 OZ
34747,2110,GROCERY,National,ICE CREAM/MILK/SHERBTS,PREMIUM PINTS,1 PT
34767,1136,DRUG GM,National,INSECTICIDES,ANT AND ROACH,17.5 OZ
34776,317,GROCERY,National,CHEESE,SHREDDED CHEESE,8 OZ
34799,69,GROCERY,Private,COOKIES/CONES,VANILLA WAFER/KIDS COOKIES,12 OZ
34818,69,GROCERY,Private,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),16 OZ
34873,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY, 
34972,69,GROCERY,Private,COOKIES/CONES,CHOCOLATE COVERED COOKIES,12.5 OZ
34980,693,DRUG GM,National,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1.6 OZ
34997,1329,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,12 OZ
34999,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,@    24 OZ
35042,69,GROCERY,Private,CRACKERS/MISC BKD FD,SNACK CRACKERS,7.5 OZ
35045,930,PRODUCE,National,PROCESSED,PACKAGED MIX,1.5OZ
35082,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY, 
35085,69,GROCERY,Private,BAG SNACKS,PRETZELS,15 OZ
35159,373,COSMETICS,National,MAKEUP AND TREATMENT,COVERGIRL, 
35215,69,DRUG GM,Private,ANALGESICS,ADULT ANALGESICS,100 CT
35269,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,20 OZ
