item_id,item_name,brand,desc_item,i_type,likes,dislikes,exp_date,spm_id,cost,department,size
39,sapien. Nunc,Private,HONEY,PNT BTR/JELLY/JAMS,,,2021-01-05 ,1,44.5,GROCERY,32 OZ
40,rutrum magna. Cras,Private,FRZN BAGGED VEGETABLES - PLAIN,FRZN VEGETABLE/VEG DSH,,,2020-10-18 ,1,1.68,GROCERY,16 OZ
41,velit,Private,MACARONI & CHEESE DNRS,DINNER MXS:DRY,,,2020-07-03 ,1,78.16,GROCERY,14 OZ
42,feugiat. Sed nec metus facilisis,Private,TRADITIONAL,ICE CREAM/MILK/SHERBTS,,,2020-07-15 ,1,26.31,GROCERY,56 OZ
43,interdum feugiat. Sed,Private,TRADITIONAL,ICE CREAM/MILK/SHERBTS,,,2021-03-18 ,1,41.76,GROCERY,56 OZ
44,mus. Proin,Private,SKILLET DINNERS,DINNER MXS:DRY,,,2021-01-10 ,1,8.81,GROCERY,6.5 OZ
45,Mauris,Private,GROUND COFFEE,COFFEE,,,2021-03-29 ,1,47.73,GROCERY,34.5 OZ
46,augue. Sed,Private,PIE FILLING MINCEMEAT GLAZES,BAKING NEEDS,,,2020-12-16 ,1,14.12,GROCERY,21 OZ
47,nec orci. Donec,Private,POTATOES SWEET,VEGETABLES - SHELF STABLE,,,2020-12-15 ,1,66,GROCERY,29 OZ
48,nibh.,Private,ENGLISH MUFFINS/WAFFLES,BAKED BREAD/BUNS/ROLLS,,,2021-02-03 ,1,32.07,GROCERY,13 OZ
49,nulla vulputate,Private,PLSTC CTLRYTBLCLTHSTTHPKSST,PAPER HOUSEWARES,,,2021-05-31 ,1,77.47,GROCERY,72 CT
50,Donec sollicitudin adipiscing ligula.,Private,MEXICAN BEANS REFRIED,HISPANIC,,,2021-03-24 ,1,43.46,GROCERY,16 OZ
51,velit. Quisque varius. Nam porttitor,Private,SKILLET DINNERS,DINNER MXS:DRY,,,2021-04-26 ,1,95.71,GROCERY,6.5 OZ
52,"semper erat, in",Private,TRADITIONAL,ICE CREAM/MILK/SHERBTS,,,2020-07-27 ,1,97.44,GROCERY,56 OZ
53,"iaculis quis,",Private,FRESH,DINNER SAUSAGE,,,2021-04-06 ,1,67.09,MEAT-PCKGD,18 OZ
54,vel nisl.,Private,MISCELLANEOUS CHEESE,CHEESE,,,2021-03-13 ,1,96.96,GROCERY,20 OZ
55,amet ornare lectus justo,Private,FROZEN FRUIT,FRZN FRUITS,,,2021-02-23 ,1,71.03,GROCERY,16 OZ
56,Nam consequat dolor vitae dolor.,Private,SEAFOOD-FRZ-RAW FILLETS,SEAFOOD - FROZEN,,,2021-05-31 ,1,1.66,SEAFOOD-PCKGD,14 OZ
57,Vestibulum,Private,AMMONIA,HOUSEHOLD CLEANG NEEDS,,,2021-04-02 ,1,76.77,GROCERY,1/2 GAL
58,egestas. Fusce aliquet magna,Private,SW GDS: MUFFINS,BREAKFAST SWEETS,,,2020-12-23 ,1,30.34,PASTRY,10.8 OZ
59,"auctor quis,",Private,SEAFOOD-FRZ-IQF RAW SHRIMP RW,SEAFOOD - FROZEN,,,2020-11-01 ,1,91.54,SEAFOOD-PCKGD,12 OZ
60,"risus. Quisque libero lacus, varius",Private,FREEZER BAGS,FD WRAPS/BAGS/TRSH BG,,,2020-11-07 ,1,53.62,GROCERY,20 CT
61,Pellentesque habitant morbi,Private,GELATIN,DRY MIX DESSERTS,,,2021-04-21 ,1,48.16,GROCERY,.3 OZ
62,lobortis mauris. Suspendisse,Private,GELATIN,DRY MIX DESSERTS,,,2020-07-03 ,1,19.15,GROCERY,.3 OZ
63,eleifend,Private,GELATIN,DRY MIX DESSERTS,,,2020-08-09 ,1,11.51,GROCERY,.3 OZ
64,"urna convallis erat, eget",Private,MACARONI & CHEESE DNRS,DINNER MXS:DRY,,,2021-01-19 ,1,30.53,GROCERY,12 OZ
65,"faucibus id, libero. Donec consectetuer",Private,PICKLES,PICKLE/RELISH/PKLD VEG,,,2021-04-29 ,1,69.16,GROCERY,16 OZ
66,"varius et,",Private,CAKES: LAYERS,CAKES,,,2021-02-06 ,1,26.47,PASTRY,8IN/22 OZ
67,libero. Proin sed turpis nec,Private,BROWNIE MIX,BAKING MIXES,,,2020-07-30 ,1,42.31,GROCERY,10.25 OZ
68,"placerat eget,",Private,AMMONIA,HOUSEHOLD CLEANG NEEDS,,,2020-07-16 ,1,14.83,GROCERY,.5 GAL
69,lorem,Private,PLASTIC TRASH BAGS,FD WRAPS/BAGS/TRSH BG,,,2021-05-08 ,1,51.35,GROCERY,10 CT
70,et ultrices posuere cubilia,Private,SKILLET DINNERS,DINNER MXS:DRY,,,2021-05-13 ,1,53.17,GROCERY,6.2 OZ
71,vitae velit egestas,Private,POTATOES RUSSET (BULK&BAG),POTATOES,,,2021-05-20 ,1,81.86,PRODUCE,10 LB BAG
72,"semper, dui lectus rutrum urna,",Private,FRESH,DINNER SAUSAGE,,,2021-06-06 ,1,15.02,MEAT-PCKGD,18 OZ
73,Sed,Private,MAINSTREAM WHITE BREAD,BAKED BREAD/BUNS/ROLLS,,,2021-01-28 ,1,93.57,GROCERY,20 OZ
74,"fermentum vel, mauris.",Private,FLUID MILK WHITE ONLY,FLUID MILK PRODUCTS,,,2021-04-20 ,1,51.18,GROCERY,1 QT
75,"Quisque imperdiet, erat nonummy ultricies",Private,CONDENSED SOUP,SOUP,,,2021-06-03 ,1,44.3,GROCERY,10.75 OZ
76,eget massa. Suspendisse eleifend. Cras,Private,SWEET GOODS - FULL SIZE,BAKED SWEET GOODS,,,2020-07-30 ,1,34.28,GROCERY,12 OZ
77,tellus. Aenean egestas hendrerit,Private,POTATOES RUSSET (BULK&BAG),POTATOES,,,2020-08-15 ,1,96.57,PRODUCE,10 LB BAG
78,"non, feugiat nec, diam. Duis",Private,DINNER ROLLS,BAKED BREAD/BUNS/ROLLS,,,2021-04-14 ,1,99.72,GROCERY,12CT/11 OZ
79,augue id,Private,NATURAL CHEESE EXACT WT CHUNKS,CHEESE,,,2021-03-27 ,1,50.38,GROCERY,8OZ
80,ut erat. Sed nunc,Private,SKILLET DINNERS,DINNER MXS:DRY,,,2021-01-11 ,1,23.68,GROCERY,6.4 OZ
81,mauris erat eget ipsum. Suspendisse,Private,COOKIES: REGULAR,COOKIES,,,2020-12-16 ,1,80.76,PASTRY, 
82,lectus ante dictum,Private,ABRASIVES,HOUSEHOLD CLEANG NEEDS,,,2020-07-14 ,1,70,GROCERY,24 OZ
83,ridiculus mus. Aenean eget magna.,Private,DINNER ROLLS,BAKED BREAD/BUNS/ROLLS,,,2020-10-05 ,1,26.28,GROCERY,11 OZ
84,tortor at risus. Nunc ac,National,NOODLE SIDE DISH MIXES,DRY BN/VEG/POTATO/RICE,,,2020-09-04 ,1,74.59,GROCERY,4.7 OZ
85,mauris id sapien. Cras,Private,PAPER AND FOAM DRINKING CUPS,PAPER HOUSEWARES,,,2021-02-06 ,1,31.09,GROCERY,51 CT
86,tincidunt tempus risus.,Private,PAPER NAPKINS,FACIAL TISS/DNR NAPKIN,,,2020-10-28 ,1,78.16,GROCERY,250 CT
87,Pellentesque,National,RICE SIDE DISH MIXES DRY,DRY BN/VEG/POTATO/RICE,,,2020-10-30 ,1,53.35,GROCERY,4.3 OZ
88,per inceptos,Private,VINEGAR ALL-EXCEPT WINE/RIC,CONDIMENTS/SAUCES,,,2020-10-07 ,1,37.95,GROCERY,16 OZ
89,Nullam,Private,SEAFOOD-FRZ-RAW FILLETS,SEAFOOD - FROZEN,,,2021-05-03 ,1,82.08,SEAFOOD-PCKGD,12 OZ
90,Mauris blandit enim consequat purus.,Private,SNACKS/APPETIZERS,FROZEN PIZZA,,,2020-09-15 ,1,3.29,GROCERY,20 OZ
91,sit amet lorem semper,Private,EGGS - X-LARGE,EGGS,,,2021-02-25 ,1,99.09,GROCERY,A D   1 DZ
92,Integer vitae nibh. Donec,National,REFRIGERATED COOKIES-CHUB,REFRGRATD DOUGH PRODUCTS,,,2020-12-15 ,1,8.75,GROCERY,16.5 OZ
93,nulla. Donec non justo. Proin,National,STRING CHEESE,CHEESE,,,2020-07-21 ,1,46.18,GROCERY,AB    8 OZ
94,dui. Cras pellentesque.,Private,EGGS - MEDIUM,EGGS,,,2021-02-11 ,1,4.33,GROCERY,ABD   1 DZ
95,neque vitae semper,Private,STANDARD OATMEAL,HOT CEREAL,,,2020-11-16 ,1,84,GROCERY,42 OZ
96,"mollis. Phasellus libero mauris, aliquam",Private,SPICES & SEASONINGS,SPICES & EXTRACTS,,,2020-12-28 ,1,4.77,GROCERY,.56 OZ
97,"orci, adipiscing non,",National,STRING CHEESE,CHEESE,,,2021-05-20 ,1,50.89,GROCERY,AB    8 OZ
98,dictum augue malesuada,Private,ADULT CEREAL,COLD CEREAL,,,2020-07-31 ,1,39.31,GROCERY,17.3 OZ
99,pede.,Private,SUGAR,SUGARS/SWEETNERS,,,2021-03-28 ,1,10,GROCERY,16 OZ
100,lorem ac risus. Morbi metus.,Private,FRZN BAGGED VEGETABLES - PLAIN,FRZN VEGETABLE/VEG DSH,,,2020-09-12 ,1,46.65,GROCERY,16 OZ
101,"eget,",Private,SALMON,SEAFOOD - SHELF STABLE,,,2021-03-23 ,1,6.57,GROCERY,14.75 OZ
102,"egestas a, scelerisque",National,NOODLE SIDE DISH MIXES,DRY BN/VEG/POTATO/RICE,,,2020-08-02 ,1,87.46,GROCERY,4.7 OZ
103,ante blandit viverra.,National,ALL FAMILY CEREAL,COLD CEREAL,,,2020-09-06 ,1,66.76,GROCERY,14 OZ
104,"lorem, auctor quis, tristique ac,",Private,SEAFOOD-FRZ-IQF RAW SHRIMP RW,SEAFOOD - FROZEN,,,2021-05-22 ,1,13.7,SEAFOOD-PCKGD, 
105,"sed, facilisis",Private,POPCORN - MICROWAVE,POPCORN,,,2020-12-06 ,1,63.84,PRODUCE,10.5 OZ
106,sit,Private,SEAFOOD-FRZ-RAW FILLETS,SEAFOOD - FROZEN,,,2021-04-12 ,1,66.78,SEAFOOD-PCKGD,14 OZ
107,"Nulla tincidunt, neque vitae semper",Private,LOAF CHEESE,CHEESE,,,2020-10-22 ,1,64.8,GROCERY,32 OZ
108,"Aliquam auctor, velit eget",Private,TOMATO JUICE (OVER 50% JCE),CANNED JUICES,,,2020-07-17 ,1,81.72,GROCERY,46 OZ
109,"Fusce diam nunc, ullamcorper eu,",Private,SCHOOL SUPPLIES,STATIONERY & SCHOOL SUPPLIES,,,2021-03-16 ,1,22.6,DRUG GM,1 CT
110,ipsum. Donec sollicitudin adipiscing,Private,SPINACH & GREENS,VEGETABLES - SHELF STABLE,,,2021-02-07 ,1,19.58,GROCERY,7.75 OZ
111,et ipsum,Private,COLD AND FLU - PSE,COLD AND FLU,,,2020-11-16 ,1,16.03,DRUG GM,10 OZ
112,velit. Sed malesuada,Private,MAINSTREAM WHEAT/MULTIGRAIN BR,BAKED BREAD/BUNS/ROLLS,,,2021-02-27 ,1,70.15,GROCERY,20 OZ
113,ornare tortor,National,FREEZER BAGS,FD WRAPS/BAGS/TRSH BG,,,2021-02-02 ,1,64.64,GROCERY,20 CT
114,"vitae, sodales at, velit.",Private,BABY POWDERS,BABY HBC,,,2021-05-07 ,1,80.11,DRUG GM,Q    15 OZ
115,"tempor, est ac mattis",National,RICE SIDE DISH MIXES DRY,DRY BN/VEG/POTATO/RICE,,,2021-03-20 ,1,6.81,GROCERY,6.5 OZ
116,"pharetra, felis eget varius",National,TORTILLA/NACHO CHIPS,BAG SNACKS,,,2020-08-02 ,1,60.16,GROCERY,13 OZ
117,porttitor scelerisque neque.,National,NOODLE SIDE DISH MIXES,DRY BN/VEG/POTATO/RICE,,,2020-11-20 ,1,87.46,GROCERY,6.2 OZ
118,"vitae, sodales at, velit.",Private,VARIETY BEANS - KIDNEY PINTO,BEANS - CANNED GLASS & MW,,,2021-02-03 ,1,27.49,GROCERY,15.25 OZ
119,mollis,National,PICKLES,PICKLE/RELISH/PKLD VEG,,,2021-01-15 ,1,91.15,GROCERY,16 OZ
120,"nec, leo.",Private,CANOLA OILS,SHORTENING/OIL,,,2020-12-05 ,1,91.95,GROCERY,48 OZ
121,"laoreet ipsum. Curabitur consequat, lectus",National,TOMATO SAUCE,VEGETABLES - SHELF STABLE,,,2020-10-10 ,1,18.83,GROCERY,29 OZ
122,Nullam vitae diam. Proin,National,NOODLE SIDE DISH MIXES,DRY BN/VEG/POTATO/RICE,,,2020-11-26 ,1,62.67,GROCERY,4.6 OZ
123,"laoreet ipsum. Curabitur consequat, lectus",Private,SNACKS/APPETIZERS,FROZEN PIZZA,,,2020-07-18 ,1,82.42,GROCERY,20 OZ
124,nec enim.,National,FRZN BREADED PREPARED CHICK,FROZEN MEAT,,,2021-05-10 ,1,97.04,MEAT-PCKGD,9 OZ
125,enim. Nunc ut,National,BAR SOAP,SOAP - LIQUID & BAR,,,2021-03-19 ,1,20.91,DRUG GM,4 OZ
126,"Mauris vestibulum, neque",Private,DIET/LIGHT BREAD,BAKED BREAD/BUNS/ROLLS,,,2020-09-10 ,1,38.15,GROCERY,16 OZ
127,morbi tristique senectus et,National,TORTILLA/NACHO CHIPS,BAG SNACKS,,,2021-03-28 ,1,83.62,GROCERY,11.5 OZ
128,"lobortis,",Private,FRZN BOXED VEGETABLES - PLAIN,FRZN VEGETABLE/VEG DSH,,,2021-05-14 ,1,48.23,GROCERY,10 OZ
129,gravida molestie arcu. Sed,Private,ROLLS: DINNER,ROLLS,,,2020-10-01 ,1,96.33,PASTRY, 
130,dapibus gravida.,National,HOT DOG BUNS,BAKED BREAD/BUNS/ROLLS,,,2020-10-28 ,1,76.28,GROCERY,10CT/17.5Z
131,Fusce fermentum fermentum,National,SOY BEVERAGE,NON-DAIRY BEVERAGES,,,2021-03-12 ,1,31.27,NUTRITION,33.8 OZ
132,tincidunt aliquam arcu. Aliquam ultrices,Private,GADGETS/TOOLS,KITCHEN GADGETS,,,2020-08-26 ,1,65.71,DRUG GM, 
133,tristique senectus,National,CHEESE CRACKERS (CHEEZ-ITS/GOL,CRACKERS/MISC BKD FD,,,2020-10-17 ,1,55.19,GROCERY,10 OZ
134,ipsum cursus vestibulum. Mauris,Private,CONDENSED SOUP,SOUP,,,2020-10-22 ,1,97.32,GROCERY,26 OZ
135,faucibus.,National,REFRIGERATED COOKIES-CHUB,REFRGRATD DOUGH PRODUCTS,,,2021-05-10 ,1,58.88,GROCERY,16.5 OZ
136,"bibendum sed, est.",National,FRUIT SNACKS,CONVENIENT BRKFST/WHLSM SNACKS,,,2020-08-05 ,1,58.19,GROCERY,6 OZ
137,justo eu arcu. Morbi sit,Private,PLASTIC/HEAVY PAPER PREM PLATE,PAPER HOUSEWARES,,,2021-04-30 ,1,89.27,GROCERY,22 CT
138,"sed,",National,KIDS CEREAL,COLD CEREAL,,,2020-11-23 ,1,17.44,GROCERY,11.25 OZ
139,nisi. Mauris nulla.,National,BUTTER SPRAY CRACKER (RITZ/CLU,CRACKERS/MISC BKD FD,,,2021-02-13 ,1,49.66,GROCERY,16 OZ
140,at,National,TORTILLA CHIPS,CHIPS&SNACKS,,,2020-11-07 ,1,22.68,NUTRITION,7 OZ
141,commodo tincidunt,National,SNACK CRACKERS,CRACKERS/MISC BKD FD,,,2021-03-25 ,1,25.22,GROCERY,9.5 OZ
142,tempus risus.,National,CORN,VEGETABLES - SHELF STABLE,,,2021-01-13 ,1,81.18,GROCERY,15.25 OZ
143,ipsum.,National,CANDY BARS (MULTI PACK),CANDY - PACKAGED,,,2020-07-21 ,1,29.31,DRUG GM,6 PK
144,eu,Private,SPECIALTY COOKIES,COOKIES/CONES,,,2021-04-11 ,1,85.17,GROCERY,14 OZ
145,Praesent eu dui. Cum sociis,Private,ROLLS: DINNER,ROLLS,,,2021-03-05 ,1,54.94,PASTRY, 
146,molestie tortor nibh sit amet,Private,BAGELS,BAKED BREAD/BUNS/ROLLS,,,2021-01-02 ,1,74.91,GROCERY,18 OZ
147,Sed auctor odio a purus.,National,SOFT DRINKS 12/18&15PK CAN CAR,SOFT DRINKS,,,2021-05-17 ,1,15.2,GROCERY,12 OZ
148,consectetuer,National,SHAMPOO,HAIR CARE PRODUCTS,,,2020-09-01 ,1,66.7,DRUG GM, 
149,ligula. Donec luctus aliquet,National,CANDY BARS (SINGLES)(INCLUDING,CANDY - CHECKLANE,,,2021-05-19 ,1,70.49,DRUG GM,1.55 OZ
150,aliquet. Phasellus fermentum,National,CANDY BARS (SINGLES)(INCLUDING,CANDY - CHECKLANE,,,2021-05-02 ,1,36.65,DRUG GM,2 OZ
151,penatibus,National,CHEESE CRACKERS (CHEEZ-ITS/GOL,CRACKERS/MISC BKD FD,,,2020-12-02 ,1,10.3,GROCERY,7 OZ
152,massa lobortis,Private,BAGELS,BAKED BREAD/BUNS/ROLLS,,,2020-10-17 ,1,44.78,GROCERY,@    18 OZ
153,ac turpis egestas. Fusce aliquet,National,APPLE JUICE & CIDER (OVER 50%,CANNED JUICES,,,2020-10-14 ,1,89.6,GROCERY,ALL  46 OZ
154,nascetur,National,BUTTER,BUTTER,,,2020-07-07 ,1,74.54,GROCERY,16 OZ
155,neque.,National,DRY BEANS/PEAS/BARLEY: BAG & B,DRY BN/VEG/POTATO/RICE,,,2020-12-12 ,1,23,GROCERY,20 OZ
156,"libero et tristique pellentesque, tellus",National,CANDY BARS (SINGLES)(INCLUDING,CANDY - CHECKLANE,,,2020-07-03 ,1,83.23,DRUG GM,1.55 OZ
157,enim.,National,FRZN SS PREMIUM ENTREES/DNRS/T,FRZN MEAT/MEAT DINNERS,,,2020-08-08 ,1,87.69,GROCERY,10 OZ
158,ipsum,National,SNACK CRACKERS,CRACKERS/MISC BKD FD,,,2021-04-26 ,1,38.11,GROCERY,10 OZ
159,ut,Private,CORN OIL,SHORTENING/OIL,,,2021-05-06 ,1,33.55,GROCERY,48 OZ
160,massa.,National,MENS HAIR SPRAYS/TONICS/CREAMS,SHAVING CARE PRODUCTS,,,2020-09-08 ,1,15.23,DRUG GM, 
161,orci. Ut,Private,COOKIES: REGULAR,COOKIES,,,2021-01-08 ,1,8.19,PASTRY, 
162,"non, hendrerit id, ante. Nunc",Private,BAGELS,BAKED BREAD/BUNS/ROLLS,,,2021-01-10 ,1,27.09,GROCERY,@    18 OZ
163,sociosqu,National,TOOLS - FLOOR & FURNITURE,HOUSEHOLD CLEANG NEEDS,,,2021-03-24 ,1,14.16,GROCERY,1 KIT
164,vel,National,MISCELLANEOUS CANDY (INCLUDING,CANDY - PACKAGED,,,2020-10-20 ,1,37.33,DRUG GM,7 OZ
165,"Nunc mauris sapien, cursus in,",National,ADULT CEREAL,COLD CEREAL,,,2021-05-15 ,1,56.7,GROCERY,17.25 OZ
166,vitae diam. Proin,Private,BUTTER,BUTTER,,,2021-02-26 ,1,32.96,GROCERY,16 OZ
167,sem ut dolor dapibus gravida.,Private,SWEET GOODS - FULL SIZE,BAKED SWEET GOODS,,,2020-12-31 ,1,35.7,GROCERY,18 OZ
168,ipsum. Curabitur,National,SOFT DRINKS 12/18&15PK CAN CAR,SOFT DRINKS,,,2020-11-01 ,1,57.92,GROCERY,12 OZ
169,Quisque tincidunt pede,Private,NON-CRBNTD DRNKING/MNERAL WATE,WATER - CARBONATED/FLVRD DRINK,,,2021-05-04 ,1,77.94,GROCERY,2.50 GA
170,sit amet ornare lectus,Private,HOT MUSTARD/SPECIALTY MUSTAR,CONDIMENTS/SAUCES,,,2020-12-20 ,1,34.24,GROCERY,12 OZ
171,eros,Private,CAKES: ANGEL FDS/CKE ROLLS,CAKES,,,2020-10-02 ,1,76.73,PASTRY, 
172,"suscipit, est ac",National,CANDY BARS (SINGLES)(INCLUDING,CANDY - CHECKLANE,,,2020-08-06 ,1,63.9,DRUG GM,1.625 OZ
173,et arcu imperdiet,National,FRZN BREAKFAST PASTRY,FRZN BREAKFAST FOODS,,,2021-04-06 ,1,56.67,GROCERY,11.5 OZ
174,imperdiet ornare. In,Private,MAINSTREAM WHITE BREAD,BAKED BREAD/BUNS/ROLLS,,,2021-05-14 ,1,66.54,GROCERY,24 OZ
175,malesuada fames ac,Private,NON DAIRY CREAMER: DRY,COFFEE,,,2020-07-19 ,1,80.33,GROCERY,6 OZ
176,ut cursus,National,DESIGNER PAPER: MEDIUM WEIGHT,PAPER HOUSEWARES,,,2020-10-30 ,1,43,GROCERY,40 CT
177,purus ac tellus. Suspendisse,Private,MAINSTREAM WHITE BREAD,BAKED BREAD/BUNS/ROLLS,,,2021-04-28 ,1,57.1,GROCERY,24 OZ
178,nonummy ipsum non arcu. Vivamus,National,SPICES & SEASONINGS,SPICES & EXTRACTS,,,2021-01-05 ,1,23.62,GROCERY,4 OZ
179,Morbi quis urna. Nunc,Private,MAINSTREAM WHITE BREAD,BAKED BREAD/BUNS/ROLLS,,,2020-08-06 ,1,26.29,GROCERY,20 OZ
180,"porttitor vulputate, posuere vulputate,",Private,COTTAGE CHEESE,MILK BY-PRODUCTS,,,2020-08-17 ,1,9.23,GROCERY,24 OZ
181,lobortis risus. In mi,Private,LINAMENTS,FIRST AID PRODUCTS,,,2020-08-01 ,1,60.48,DRUG GM,32 OZ
182,velit justo nec ante. Maecenas,National,NEWSPAPER,NEWSPAPER,,,2021-05-13 ,1,8.88,DRUG GM, 
183,"varius orci, in consequat enim",National,SNACK CRACKERS,CRACKERS/MISC BKD FD,,,2020-11-11 ,1,98.44,GROCERY,8 OZ
184,magna. Duis dignissim tempor arcu.,Private,COOKIES: REGULAR,COOKIES,,,2020-12-22 ,1,57.13,PASTRY, 
185,in consectetuer ipsum nunc,Private,PASTA/GRAIN SALADS - PREPACK,SALADS/DIPS,,,2020-10-11 ,1,12.94,DELI,16 OZ
186,Phasellus in felis. Nulla tempor,National,TORTILLA/NACHO CHIPS,BAG SNACKS,,,2021-02-01 ,1,13.62,GROCERY,13 OZ
187,imperdiet dictum magna. Ut tincidunt,National,BLENDED JUICE&COMBINATIONS (OV,CANNED JUICES,,,2020-09-23 ,1,1.41,GROCERY,46 OZ
